PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2018;04;27;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N
28;079;4;6;28079004_6_48;2018;04;27;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N
28;079;4;7;28079004_7_8;2018;04;27;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00007;V;00009;V;00006;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N
28;079;4;8;28079004_8_8;2018;04;27;00045;V;00026;V;00017;V;00014;V;00012;V;00012;V;00014;V;00040;V;00051;V;00051;V;00046;V;00032;V;00028;V;00024;V;00023;V;00022;V;00024;V;00024;V;00019;V;00019;V;00021;V;00000;N;00000;N;00000;N
28;079;4;12;28079004_12_8;2018;04;27;00047;V;00027;V;00018;V;00016;V;00013;V;00014;V;00016;V;00049;V;00061;V;00065;V;00054;V;00035;V;00030;V;00025;V;00025;V;00023;V;00026;V;00025;V;00021;V;00020;V;00022;V;00000;N;00000;N;00000;N
28;079;8;1;28079008_1_38;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N
28;079;8;6;28079008_6_48;2018;04;27;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.6;V;000.6;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;00000;N;00000;N;00000;N
28;079;8;7;28079008_7_8;2018;04;27;00004;V;00004;V;00003;V;00002;V;00002;V;00004;V;00008;V;00053;V;00064;V;00045;V;00039;V;00025;V;00017;V;00017;V;00016;V;00020;V;00015;V;00019;V;00020;V;00017;V;00012;V;00000;N;00000;N;00000;N
28;079;8;8;28079008_8_8;2018;04;27;00041;V;00044;V;00042;V;00037;V;00027;V;00032;V;00039;V;00082;V;00088;V;00074;V;00066;V;00060;V;00050;V;00047;V;00044;V;00052;V;00047;V;00055;V;00056;V;00053;V;00055;V;00000;N;00000;N;00000;N
28;079;8;9;28079008_9_47;2018;04;27;00003;V;00004;V;00010;V;00010;V;00007;V;00001;V;00001;V;00001;V;00001;V;00004;V;00013;V;00011;V;00011;V;00011;V;00019;V;00013;V;00008;V;00006;V;00006;V;00009;V;00001;V;00000;N;00000;N;00000;N
28;079;8;10;28079008_10_47;2018;04;27;00011;V;00011;V;00019;V;00018;V;00015;V;00003;V;00001;V;00001;V;00006;V;00013;V;00022;V;00019;V;00020;V;00030;V;00036;V;00024;V;00014;V;00012;V;00018;V;00020;V;00007;V;00000;N;00000;N;00000;N
28;079;8;12;28079008_12_8;2018;04;27;00048;V;00050;V;00047;V;00041;V;00029;V;00037;V;00052;V;00163;V;00187;V;00143;V;00126;V;00099;V;00076;V;00073;V;00069;V;00083;V;00070;V;00084;V;00087;V;00079;V;00073;V;00000;N;00000;N;00000;N
28;079;8;14;28079008_14_6;2018;04;27;60.28;V;53.40;V;49.95;V;51.35;V;57.99;V;48.61;V;40.56;V;11.35;V;13.45;V;26.38;V;37.29;V;54.54;V;69.40;V;72.15;V;73.18;V;67.26;V;73.06;V;71.71;V;67.53;V;60.68;V;57.11;V;00000;N;00000;N;00000;N
28;079;8;20;28079008_20_59;2018;04;27;001.9;V;001.6;V;001.7;V;001.5;V;001.4;V;001.2;V;001.0;V;001.4;V;004.5;V;004.1;V;006.1;V;002.9;V;002.5;V;002.2;V;001.6;V;001.8;V;001.3;V;001.5;V;001.6;V;001.4;V;001.3;V;00000;N;00000;N;00000;N
28;079;8;30;28079008_30_59;2018;04;27;000.6;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;001.4;V;001.3;V;001.6;V;000.9;V;000.7;V;000.5;V;000.6;V;000.7;V;000.4;V;000.6;V;000.6;V;000.5;V;000.5;V;00000;N;00000;N;00000;N
28;079;8;35;28079008_35_59;2018;04;27;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.7;V;000.7;V;001.0;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N
28;079;8;42;28079008_42_2;2018;04;27;01.42;V;01.41;V;01.42;V;01.42;V;01.41;V;01.42;V;01.41;V;01.48;V;01.53;V;01.52;V;01.45;V;01.43;V;01.39;V;01.38;V;01.38;V;01.38;V;01.37;V;01.39;V;01.40;V;01.39;V;01.40;V;00000;N;00000;N;00000;N
28;079;8;43;28079008_43_2;2018;04;27;01.37;V;01.37;V;01.37;V;01.38;V;01.38;V;01.39;V;01.39;V;01.41;V;01.41;V;01.40;V;01.39;V;01.37;V;01.35;V;01.35;V;01.34;V;01.34;V;01.34;V;01.36;V;01.36;V;01.35;V;01.35;V;00000;N;00000;N;00000;N
28;079;8;44;28079008_44_2;2018;04;27;00.05;V;00.04;V;00.05;V;00.05;V;00.03;V;00.04;V;00.03;V;00.07;V;00.13;V;00.12;V;00.06;V;00.05;V;00.04;V;00.04;V;00.04;V;00.04;V;00.03;V;00.04;V;00.04;V;00.04;V;00.05;V;00000;N;00000;N;00000;N
28;079;11;7;28079011_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00011;V;00020;V;00019;V;00021;V;00015;V;00011;V;00011;V;00010;V;00017;V;00010;V;00012;V;00005;V;00003;V;00002;V;00000;N;00000;N;00000;N
28;079;11;8;28079011_8_8;2018;04;27;00016;V;00012;V;00010;V;00007;V;00009;V;00009;V;00017;V;00055;V;00062;V;00057;V;00051;V;00042;V;00032;V;00029;V;00029;V;00035;V;00028;V;00032;V;00022;V;00017;V;00017;V;00000;N;00000;N;00000;N
28;079;11;12;28079011_12_8;2018;04;27;00018;V;00013;V;00011;V;00009;V;00010;V;00010;V;00019;V;00072;V;00092;V;00086;V;00083;V;00065;V;00049;V;00046;V;00043;V;00061;V;00045;V;00051;V;00030;V;00022;V;00019;V;00000;N;00000;N;00000;N
28;079;11;20;28079011_20_59;2018;04;27;000.5;V;000.5;V;000.4;V;000.3;V;000.4;V;000.3;V;000.4;V;000.6;V;001.2;V;002.1;V;001.6;V;001.4;V;001.3;V;000.9;V;000.7;V;000.8;V;000.5;V;000.9;V;002.3;V;000.5;V;000.4;V;00000;N;00000;N;00000;N
28;079;11;30;28079011_30_59;2018;04;27;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.1;V;00000;N;00000;N;00000;N
28;079;11;35;28079011_35_59;2018;04;27;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N
28;079;16;6;28079016_6_48;2018;04;27;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N
28;079;16;7;28079016_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00022;V;00019;V;00016;V;00012;V;00007;V;00004;V;00004;V;00005;V;00007;V;00004;V;00004;V;00002;V;00002;V;00002;V;00000;N;00000;N;00000;N
28;079;16;8;28079016_8_8;2018;04;27;00022;V;00016;V;00012;V;00012;V;00009;V;00012;V;00040;V;00075;V;00065;V;00056;V;00049;V;00037;V;00021;V;00021;V;00021;V;00026;V;00020;V;00024;V;00021;V;00019;V;00027;V;00000;N;00000;N;00000;N
28;079;16;12;28079016_12_8;2018;04;27;00024;V;00017;V;00013;V;00013;V;00011;V;00014;V;00045;V;00109;V;00094;V;00080;V;00068;V;00049;V;00027;V;00026;V;00029;V;00037;V;00026;V;00031;V;00024;V;00021;V;00030;V;00000;N;00000;N;00000;N
28;079;16;14;28079016_14_6;2018;04;27;60.92;V;64.65;V;65.88;V;62.52;V;61.88;V;56.69;N;32.49;V;08.88;V;15.04;V;25.32;V;36.08;V;51.01;V;72.55;V;76.27;V;75.57;V;71.20;V;75.80;V;76.15;V;77.87;V;72.56;V;64.61;V;00000;N;00000;N;00000;N
28;079;17;1;28079017_1_38;2018;04;27;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00005;V;00005;V;00005;V;00000;N;00000;N;00000;N
28;079;17;7;28079017_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00016;V;00034;V;00018;V;00006;V;00004;V;00003;V;00003;V;00005;V;00004;V;00004;V;00003;V;00004;V;00005;V;00008;V;00000;N;00000;N;00000;N
28;079;17;8;28079017_8_8;2018;04;27;00014;V;00008;V;00009;V;00009;V;00007;V;00014;V;00030;V;00059;V;00068;V;00051;V;00026;V;00017;V;00015;V;00013;V;00015;V;00014;V;00017;V;00015;V;00018;V;00022;V;00031;V;00000;N;00000;N;00000;N
28;079;17;12;28079017_12_8;2018;04;27;00015;V;00010;V;00011;V;00011;V;00008;V;00015;V;00034;V;00084;V;00120;V;00079;V;00035;V;00023;V;00020;V;00018;V;00022;V;00020;V;00022;V;00019;V;00024;V;00029;V;00043;V;00000;N;00000;N;00000;N
28;079;17;14;28079017_14_6;2018;04;27;70.72;V;71.15;V;68.27;V;60.32;V;60.11;V;50.22;V;34.43;V;09.36;V;08.47;V;28.02;V;55.14;V;75.78;V;84.93;V;86.51;V;82.93;V;88.30;V;87.39;V;89.23;V;80.97;V;73.59;V;64.81;V;00000;N;00000;N;00000;N
28;079;18;1;28079018_1_38;2018;04;27;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00000;N;00000;N;00000;N
28;079;18;6;28079018_6_48;2018;04;27;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N
28;079;18;7;28079018_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00014;V;00025;V;00012;V;00007;V;00006;V;00003;V;00004;V;00005;V;00003;V;00004;V;00003;V;00003;V;00004;V;00002;V;00000;N;00000;N;00000;N
28;079;18;8;28079018_8_8;2018;04;27;00016;V;00009;V;00009;V;00007;V;00008;V;00009;V;00022;V;00056;V;00063;V;00038;V;00025;V;00018;V;00011;V;00012;V;00013;V;00011;V;00014;V;00015;V;00013;V;00016;V;00019;V;00000;N;00000;N;00000;N
28;079;18;10;28079018_10_47;2018;04;27;00027;V;00028;V;00024;V;00023;V;00023;V;00022;V;00022;V;00025;V;00033;V;00032;V;00031;V;00033;V;00029;V;00029;V;00019;V;00024;V;00030;V;00023;V;00024;V;00023;V;00019;V;00000;N;00000;N;00000;N
28;079;18;12;28079018_12_8;2018;04;27;00017;V;00011;V;00011;V;00008;V;00010;V;00011;V;00025;V;00077;V;00102;V;00057;V;00036;V;00027;V;00017;V;00017;V;00021;V;00016;V;00020;V;00019;V;00017;V;00022;V;00023;V;00000;N;00000;N;00000;N
28;079;18;14;28079018_14_6;2018;04;27;73.58;V;79.05;V;78.07;V;77.41;V;65.11;V;58.08;V;46.09;V;12.46;V;12.26;V;35.85;V;56.47;V;80.48;V;89.86;V;91.36;V;87.77;V;92.01;V;92.21;V;96.51;V;92.60;V;81.71;V;78.05;V;00000;N;00000;N;00000;N
28;079;18;20;28079018_20_59;2018;04;27;001.8;V;001.3;V;001.9;V;001.6;V;001.3;V;001.0;V;001.3;V;002.6;V;004.1;V;006.1;V;005.7;V;004.3;V;003.9;V;004.3;V;004.4;V;001.7;V;001.4;V;001.1;V;001.4;V;001.2;V;001.2;V;00000;N;00000;N;00000;N
28;079;18;30;28079018_30_59;2018;04;27;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.5;V;000.6;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N
28;079;18;35;28079018_35_59;2018;04;27;001.3;V;001.2;V;001.6;V;001.3;V;001.1;V;000.8;V;000.7;V;000.5;V;000.7;V;001.0;V;001.5;V;002.4;V;001.7;V;001.1;V;001.1;V;000.7;V;000.5;V;000.4;V;000.6;V;000.5;V;000.8;V;00000;N;00000;N;00000;N
28;079;24;1;28079024_1_38;2018;04;27;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00000;N;00000;N;00000;N
28;079;24;6;28079024_6_48;2018;04;27;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N
28;079;24;7;28079024_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00004;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N
28;079;24;8;28079024_8_8;2018;04;27;00012;V;00004;V;00003;V;00004;V;00005;V;00004;V;00005;V;00013;V;00025;V;00018;V;00016;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00000;N;00000;N;00000;N
28;079;24;10;28079024_10_47;2018;04;27;00043;V;00040;V;00038;V;00037;V;00037;V;00036;V;00032;V;00035;V;00039;V;00039;V;00034;V;00018;V;00010;V;00011;V;00008;V;00009;V;00020;V;00029;V;00021;V;00014;V;00020;V;00000;N;00000;N;00000;N
28;079;24;12;28079024_12_8;2018;04;27;00013;V;00005;V;00005;V;00006;V;00006;V;00005;V;00007;V;00014;V;00032;V;00025;V;00023;V;00008;V;00002;V;00002;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00005;V;00000;N;00000;N;00000;N
28;079;24;14;28079024_14_6;2018;04;27;78.00;V;81.80;V;78.90;V;73.91;V;68.97;V;66.12;V;61.17;V;50.54;V;33.72;V;53.96;V;70.03;V;94.37;V;101.9;V;103.9;V;102.4;V;102.9;V;105.1;V;108.2;V;105.2;V;98.20;V;96.39;V;00000;N;00000;N;00000;N
28;079;24;20;28079024_20_59;2018;04;27;000.7;V;000.5;V;000.2;V;000.4;V;000.6;V;000.2;V;000.3;V;000.3;V;000.5;V;000.6;V;000.6;V;000.8;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;00000;N;00000;N;00000;N
28;079;24;30;28079024_30_59;2018;04;27;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N
28;079;24;35;28079024_35_59;2018;04;27;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N
28;079;24;42;28079024_42_2;2018;04;27;01.21;V;01.20;V;01.20;V;01.21;V;01.23;V;01.22;V;01.22;V;01.23;V;01.23;V;01.23;V;01.23;V;01.21;V;01.19;V;01.19;V;01.18;V;01.18;V;01.19;V;01.19;V;01.19;V;01.19;V;01.19;V;00000;N;00000;N;00000;N
28;079;24;43;28079024_43_2;2018;04;27;01.15;V;01.15;V;01.15;V;01.16;V;01.18;V;01.17;V;01.18;V;01.18;V;01.19;V;01.18;V;01.18;V;01.16;V;01.13;V;01.13;V;01.13;V;01.12;V;01.13;V;01.15;V;01.14;V;01.13;V;01.13;V;00000;N;00000;N;00000;N
28;079;24;44;28079024_44_2;2018;04;27;00.06;V;00.05;V;00.05;V;00.05;V;00.05;V;00.05;V;00.04;V;00.05;V;00.04;V;00.05;V;00.05;V;00.05;V;00.06;V;00.06;V;00.06;V;00.06;V;00.06;V;00.05;V;00.05;V;00.06;V;00.06;V;00000;N;00000;N;00000;N
28;079;27;7;28079027_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00008;V;00016;V;00082;V;00063;V;00073;V;00008;V;00006;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00000;N;00000;N;00000;N
28;079;27;8;28079027_8_8;2018;04;27;00021;V;00013;V;00009;V;00017;V;00034;V;00047;V;00063;V;00081;V;00072;V;00076;V;00033;V;00024;V;00018;V;00015;V;00015;V;00014;V;00013;V;00013;V;00017;V;00014;V;00021;V;00000;N;00000;N;00000;N
28;079;27;12;28079027_12_8;2018;04;27;00023;V;00014;V;00010;V;00018;V;00035;V;00059;V;00087;V;00206;V;00169;V;00188;V;00045;V;00032;V;00023;V;00019;V;00020;V;00019;V;00016;V;00017;V;00021;V;00017;V;00024;V;00000;N;00000;N;00000;N
28;079;27;14;28079027_14_6;2018;04;27;78.20;V;80.04;V;83.15;V;67.24;V;33.11;V;14.91;V;04.21;V;03.51;V;08.65;V;26.13;N;282.8;N;146.7;N;92.97;V;99.44;V;95.87;V;94.39;V;97.29;V;98.98;V;95.45;V;88.64;V;78.26;V;00000;N;00000;N;00000;N
28;079;35;1;28079035_1_38;2018;04;27;00007;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00007;V;00006;V;00006;V;00005;V;00006;V;00004;V;00002;V;00003;V;00003;V;00005;V;00005;V;00006;V;00007;V;00000;N;00000;N;00000;N
28;079;35;6;28079035_6_48;2018;04;27;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N
28;079;35;7;28079035_7_8;2018;04;27;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V;00015;V;00023;V;00022;V;00020;V;00012;V;00004;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00000;N;00000;N;00000;N
28;079;35;8;28079035_8_8;2018;04;27;00031;V;00035;V;00029;V;00029;V;00025;V;00024;V;00027;V;00048;V;00053;V;00049;V;00047;V;00042;V;00033;V;00033;V;00028;V;00026;V;00022;V;00023;V;00025;V;00026;V;00031;V;00000;N;00000;N;00000;N
28;079;35;12;28079035_12_8;2018;04;27;00035;V;00040;V;00032;V;00031;V;00029;V;00029;V;00032;V;00072;V;00088;V;00083;V;00077;V;00060;V;00039;V;00037;V;00032;V;00029;V;00024;V;00026;V;00027;V;00028;V;00034;V;00000;N;00000;N;00000;N
28;079;35;14;28079035_14_6;2018;04;27;42.39;V;37.78;V;38.27;V;34.68;V;35.75;V;32.73;V;28.61;V;14.02;V;11.86;V;15.35;V;19.64;V;28.14;V;46.58;V;54.24;V;58.85;V;57.49;V;59.92;V;60.68;V;55.78;V;54.51;V;49.87;V;00000;N;00000;N;00000;N
28;079;36;1;28079036_1_38;2018;04;27;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;N;00007;N;00007;N;00007;N;00007;V;00006;V;00000;N;00000;N;00000;N
28;079;36;6;28079036_6_48;2018;04;27;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.1;V;000.2;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N
28;079;36;7;28079036_7_8;2018;04;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00028;V;00052;V;00020;V;00019;V;00010;V;00007;V;00005;V;00009;V;00009;V;00007;V;00010;V;00007;V;00005;V;00004;V;00000;N;00000;N;00000;N
28;079;36;8;28079036_8_8;2018;04;27;00022;V;00019;V;00018;V;00012;V;00011;V;00010;V;00026;V;00070;V;00081;V;00055;V;00048;V;00033;V;00023;V;00019;V;00024;V;00023;V;00020;V;00030;V;00022;V;00019;V;00026;V;00000;N;00000;N;00000;N
28;079;36;10;28079036_10_47;2018;04;27;00042;V;00041;V;00039;V;00037;V;00036;V;00034;V;00034;V;00038;V;00048;V;00060;V;00057;V;00050;V;00035;V;00018;V;00014;V;00025;V;00023;V;00017;V;00023;V;00022;V;00022;V;00000;N;00000;N;00000;N
28;079;36;12;28079036_12_8;2018;04;27;00023;V;00021;V;00020;V;00014;V;00013;V;00012;V;00033;V;00112;V;00162;V;00085;V;00077;V;00048;V;00034;V;00027;V;00038;V;00036;V;00030;V;00045;V;00032;V;00027;V;00032;V;00000;N;00000;N;00000;N
